movie_name,title_id,author,rating,summary,text,helpful,created_at,crawled_at
Avatar,tt0499549,sandainet,,cruddy,"where to start? the unoriginal ideas? stereotypical acting? racial profiling? (in my opinion). overall the whole movie is a simple piece of unoriginal crap. the only thing that makes it worth watching is the visual effects. a true embarrassment for the amazing James Cameron and all science fiction films out there. the combination of one liners, simple characters and predictability make this film truly disastrous. not to mention. maybe i was the only one but when i watched the extended version there were scenes of (alien) buffalo hunting and even dancing around a fire and acting like idiots! such scenes led me to think of racial profiling. overall, the film a a massive smelting pot of cruddy embarrassment.",6,"Jul 10, 2011",2026-02-04T14:29:39.198111
Avatar,tt0499549,megatendencias,8.0,SOUNDTRACK This epical movie deserved to have an unforgettable one,"James Cameron is a visual person, no doubt. He should have linked his masterpiece with an epical soundtrack. The greatest movies of all times have their soundtrack (starwars, magnificent 7, casablanca, etc etc). AVATAR should have an unforgettable music and has not. Hopefully on the II and III he will be adding the great music track the Avatar saga deserves. (1 rating less because of the music). Another 1 point of rating less because of the final scenes, are too unimaginative, the typical guns, fights and blasts. I hope J Cameron does not yield to the ""commercial"" side as the creators of IInd and IIIrd part of MATRIX did.They should aim higher after the first one, another master-film. In my opinion, AVATAR deserved the Oscars, but the Academy yielded to war-politics instead. Box office worldwide proved AVATAR deserved the highest awards ever, because it is not just going to the movies, it is an IMAX 3D ""experience"".",0,"Jul 10, 2011",2026-02-04T14:29:39.205119
Avatar,tt0499549,MovieGuy109,9.0,Avatar is the visual landmark of our time,"It has been 12 years since James Cameron pulled in 11 Oscars with Titanic and now he returns with a sci-fi yarn that pops our eyes like no movie has ever done before. The visual effects are outstanding, not since Lord of the rings has a film shown as powerful of visuals as this. Not the most grappling story, but definitely the most grappling visuals and battle scenes, not once did I want to take my eyes off the silver screen. CGI is rarely better than this and is definitely worth appreciation. The message Director Cameron wanted to imply is that humans must learn to respect the resources more that we have. Cameron masterfully weaves that message into pure cinematic storytelling and turns out a hit!",0,"Jul 9, 2011",2026-02-04T14:29:39.210769
Avatar,tt0499549,skin-dancer666,6.0,Bleurgh,,2,"Jul 8, 2011",2026-02-04T14:29:39.215111
Avatar,tt0499549,aboalardat,9.0,"amazing trip to Palestine, Canada and the jungle","This movie is beyond amazing, it catches u from second one and won't leave you until your jaws start to hurt then you will remember to close your mouth. Not only the visual effects are amazing but the storyline and the lesson we learn plus acting plus 3D effects plus plus plus... I saw in this movie a scream from the natives in Canada, Palestinians in Palestine, and all those tribes in jungles who are fighting to save the earth from destructive technology. Earth loves this movie and I am sure lots of action seekers will love it too. I laughed, cried and got frustrated during the movie. I usually don't go to theatre because I don't like to stay seated for a long time, this movie is a different story",0,"Jul 5, 2011",2026-02-04T14:29:39.222432
Avatar,tt0499549,LunarPoise,5.0,Avatar on DVD in 2011,"Having missed out on the event that was the Avatar cinema release in 3D, I finally got round to watching the 2D version on DVD. Whatever this event carried on the big screen, it is distinctly underwhelming viewed on DVD in your own living-room.The story is Dances with Wolves and a hundred other culture clash templates. The characters are two dimensional and lack complexity. Sigourney Weaver as the scientist was the best hope for this, but she seems naively unaware of the military-industrial complex surroundings that pay the bills. While the storyline and characterizations are disappointing, Weaver's scientist clamouring for a cigarette and smoking in labs was both sickening and outlandish. Could Cameron really not finance this without pandering to the evils of Big Tobacco? Nice special effects but hardly spectacular. After that, there is not a lot to say about this film really. Ideas-wise, it is smarter than Transformers but more lightweight than Jurassic Park. Even Titanic provoked more thought. As an event, it will be discussed endlessly, but as a film, it inspires very little.",2,"Jul 5, 2011",2026-02-04T14:29:39.226427
Avatar,tt0499549,Dereksle,10.0,Amazing,,1,"Jul 2, 2011",2026-02-04T14:29:39.231837
Avatar,tt0499549,thereisnothingtoeat,6.0,Avatar: Mixed Feelings,"Pros: Special Effects!!! I spent the extra money to see Avatar in IMAX 3D, and it was worth it. I felt like a little kid, just staring at, eyes wide open and jaw on the floor, and being blown away by all the pretty colors and cool plants and animals. It's pretty cool to see the limit of movie technology, and what is in store for the future. 5.9 out of the six stars I gave Avatar is for special effects alone. Some of the acting was also pretty good. The guy who played Jake, we will be seeing more of him in the future. The battle at the end was also pretty awesome. I like me some cool battles.Cons: Pretty much everything else. The story felt like they put a bunch of different movie scripts in a food processor and let it rip. It's like ""Pocahontas"", ""Dances with Wolves"" etc. but... in SPACE! You know, kind of a ""been there, done that"" feeling the whole time i was watching Avatar. This movie will suck on just a T.V. It is only worth to see Avatar on IMAX, but it's no longer showing so sorry.",1,"Jun 28, 2011",2026-02-04T14:29:39.238353
Avatar,tt0499549,dana-650-688874,5.0,"Eeeeeeeeh, didn't enjoy at all. I wanted to leave the theater.","I went into Avatar with an open mind, although i didn't expect much except for good graphics and special effects. During the movie, i wasn't even amazed by the critically acclaimed graphics of the film. Instead, i wanted to leave. Why? 1. The plot(to me the most important part of a movie) wasn't creative at all. It was simply unoriginal and it was done before.(Pocahontas) 2. It looked cartoon. Most people completely disagree with me on this point but it looked fake. 3. Soooooooo boring. I want to see a movie for the movie, not the scenery. Most of the time i was watching weird Na'avi sex. I don't care about how they connect their hair.I can definitely see why some might like this film. But it wasn't for me.",1,"Jun 27, 2011",2026-02-04T14:29:39.243352
Avatar,tt0499549,pb1312,5.0,Soulless film-making.,"Avatar took the joy out of film-making. Everything was done by computers. It looks perfect, but it's not real. It's Dances With Wolves done on a blue-screen. It wasn't that innovative, it wasn't clever, the characters were useless, the plot was poor. Look at Star Wars, or Indiana Jones. It's the grit of the landscape that makes it seem real; the realism is there, because what was created is real. Having pretty pictures that a computer made popping out of the screen doesn't make Avatar a good film. To me, a good film is more than having exceptional computer generated images(don't get me wrong, what James Cameron did looked great. Doesn't make it a good film, but it looked great). It's about emotion. Avatar had none, it was soulless.",2,"Jun 27, 2011",2026-02-04T14:29:39.248876
Avatar,tt0499549,ericzillazillo,1.0,Rich people fooling around with special effects,,3,"Jun 26, 2011",2026-02-04T14:29:39.254967
Avatar,tt0499549,georgia_cushion,8.0,Epic battle,,0,"Jun 22, 2011",2026-02-04T14:29:39.258398
Avatar,tt0499549,Deimos-remus,3.0,Does hype alone make a movie?,,3,"Jun 20, 2011",2026-02-04T14:29:39.263489
Avatar,tt0499549,terrencewallis,1.0,Oh dear...,"I've just bought this DVD & didn't look at reviews here, so I watched it full of eager anticipation of seeing the movie of the century. I say 'Oh dear' however, because it's the worst film I've ever seen as far as the story goes, & that's what should make or break a film. Avatar is all about American imperialism & exploitation on a moon of the world Pandora. Usually these American antics happen on this Earth so all I can say is, 'Look out aliens, watch & learn. The worst is yet to hit you....' but by then it will probably be the Chinese doing it.The cardboard cut-out characters don't help either. I got the feeling the producer might have been influenced by having seen too many cowboy & Indian films, as the blue tribes people whooped & wailed just like they do in those ghastly B movies of yesteryear....",4,"Jun 19, 2011",2026-02-04T14:29:39.270765
Avatar,tt0499549,SlasherCon,4.0,Seen it before,,2,"Jun 17, 2011",2026-02-04T14:29:39.275690
Avatar,tt0499549,adam-scrivner,3.0,Don't waste your time,"***May contain spoilers*** Where to begin? Hmm. OK, well, take away the CGI from this film and there is actually very little left: hackneyed plot, average acting and some utterly cringeworthy scenes. During one scene in particular (there were blue people waving their arms around in a crowd) my girlfriend and I actually burst out laughing in the cinema. From that scene onwards, any suspension of disbelief was suspended.I was so disappointed with James Cameron after seeing this. Frankly I expect much better.This film is probably OK for young people up to the age of ~18, and perhaps adults who are a little soft-headed, the rest shouldn't waste their time.",3,"Jun 17, 2011",2026-02-04T14:29:39.280461
Avatar,tt0499549,jmcginn174,2.0,Doesn't live up to the hype.,,3,"Jun 16, 2011",2026-02-04T14:29:39.286508
Avatar,tt0499549,gcushion3,8.0,Epic battle,,2,"Jun 15, 2011",2026-02-04T14:29:39.292235
Avatar,tt0499549,saish746,,Avatar: beyond the bandwagon,,2,"Jun 12, 2011",2026-02-04T14:29:39.297146
Avatar,tt0499549,lgonzalez12,1.0,Sounds kind of like a Disney movie I once saw...,,3,"Jun 12, 2011",2026-02-04T14:29:39.304084
Avatar,tt0499549,sjpradeepk-957-93652,7.0,A Series of impossible events,"1) There is a planet called Pandora - OK agreed, Every sci-fi movie should have some other planet where life exists.2) There is a alien tribe called Navi, which exists in that planet - What fun is a planet in a sci-fi movie which does not have aliens in it...Agreed too 3) There is a 5 months hyper sleep which a person needs to go through to reach Pandora from Earth - I have seen Aliens, so the concept of hyper sleep is not new...after all this is a Cameroon movie.4) There is a Human camp in Pandora, with all the equipments mind can think of - This is fetching the story a little far away...But still agreed 5) There is a Mineral called unobtainium - OMG,,,wait let me digest this information 6) There is a project called Avatar - OK the title suggests that 7) You can get into the Avatar by getting into a jelly mass bed an closing your own coffin shaped stuff - Wait did i hear it right...What kind of technology is that ...Should This movie be retitled - A series of impossible events.8) Things does not stop there - There is Eywa to come in the picture, there is a Ikran, There is a Horse which you connect to and there is all supernatural stuff the mind cannot imagine...With all these impossibilities, revealed one after the another...the movie unfolds with dramatic technology usage and a storyline which is perfect till the end.Only Cameroon could pull such series of impossibilities and spun them into a story without affecting the storyline in anyway. Hats Off...This is the Holy grail of all Sci-fi movies.",0,"Jun 11, 2011",2026-02-04T14:29:39.307593
Avatar,tt0499549,RecurringNightmare,9.0,I loved the movie but there are some liberties taken with the plot,,0,"Jun 9, 2011",2026-02-04T14:29:39.312627
Avatar,tt0499549,adders33,4.0,"Ooh, look at all the pretty colours!","I recently watched Avatar on Blu-Ray thanks to a friend who loaned it to me. By the end, I couldn't help thinking: ""I'm glad I didn't pay to watch that.""The financial success of this film (and the rave reviews being doled out here) proves that if it's shiny and colourful enough, people will quite often fall head over heels for it.OK, so the visuals are very well done and imaginative (to a point). But are we so accustomed to a complete lack of substance in this day and age that we are willing to overlook it if the packaging is ""really pretty""? Not me brother. For me, this film amounted to little more than eye candy.I won't bang on too much about the re-hashed plot. More than enough reviewers have pointed out the near identical similarities to Pocahontas, Dances With Wolves and, yes, even Fern Gully. But I've found the attempts by other reviewers to try and justify this to be, well, lacking. Yes, plots and story lines are constantly being re-used in films, but the very talented individual knows at least how to put a new spin on them. Not James Cameron. What he's done with Avatar amounts to little more than what Ted Turned did in the 80's with his drive to ""colorize"" old black and white movies.But other problems also cropped up in my mind through the (very long) course of the film. To save time and space (and because I'm just too damned indifferent to the film itself), I'll just cover one of them. The creatures on Cameron's Pandora almost all had six appendages and breathed, not through their mouths or noses, but instead though passage ways located on or near their shoulders. But for some mysterious reason, the Na'vi somehow missed out on this particular evolutionary pathway, despite their supposed ""closeness"" with the environment around them. Maybe I'm being overly analytical, but this was a huge gaping wound in Cameron's creation in my mind.But the biggest issue of all was what I came away with after the film, which was...not much. I didn't care about any of the characters. None. Not a one. In fact, I'd be hard pressed to even name any of them. I find it next to impossible to reflect back on any particular scene with anything resembling fondness. What does come back to mind very readily however, are the visual effects. And to me, that is not the sign of a great, or even good, film.",1,"May 31, 2011",2026-02-04T14:29:39.319154
Avatar,tt0499549,jjoz12,3.0,"Fantastic Visuals, But Bad Script","When I first came out of the theater, this movie left me in awe. But now that I think about it, this movie wasn't all that great.I like to save best for last, so let's start with the bad. Sam Worthington's performance was iffy at best. He always sounded bored and like he wanted to be somewhere else. There were also some other bad acting. The script was mediocre at best. It had loads of cheesy lines, bad character development, and no emotion. If the bad guys won I wouldn't care at all! The antagonist almost seemed to evil! His lines and actions are way to insane, crazy, evil, and determined. There were certain moments that didn't make sense at all, and everyone seemed to always be making stupid decisions. The message of that we should conserve our environment was good, though should have been much more subtle and I don't think it showed the correct reason why to protect it, it just said ""we should protect it"". The entire thing seemed a bit like a rip-off of Pocahontas and Titanic, too.Yeah, the effects were amazing. This was the best thing about the movie though. They also distracted from the already bad story. There is only 1 real action sequence, the climax, so action junkies will easily get bored.All in all, this movie isn't worth watching. Doesn't deserve highest gross of all time, and I'm glad it didn't win Best Picture.",2,"May 30, 2011",2026-02-04T14:29:39.323155
Avatar,tt0499549,lincx1130,1.0,biggest cliché ever  (containing spoiler),,2,"May 27, 2011",2026-02-04T14:29:39.327152
Avatar,tt0499549,roderick-25,1.0,"oooooo, 3D.....me likey.","I guess if u have a guy come out and take a dump in 3D, most of these people who rated this movie higher than a 5 would clap like seals.***** SPOILER ALERT ********A people in loin cloths, braided hair, jewelry, main weapons are bows and arrows, and are bonded to the land are being driven off by corporate greed for some mineral unobtanium. Sound familiar!? Give me a f*&king break. Did you even try cameron? You know what? I don't blame you. Go ahead ""pimp"" the game. If we are dumb enough the to pay money to see this movie, then we got what we deserved.Hundreds of years later, and we are still saying stuff like ""Get some!"". R u effing kidding me. Hey, why don't you just slap hi in the face with a white glove and say ""a duel at 15 paces""The aircraft are still put together with rivets! I guess if it ain't broke .... Lots of matrix similarities .... I should have waited for it to come out on HBO.",3,"May 25, 2011",2026-02-04T14:29:39.334950
Avatar,tt0499549,nigellious-2,9.0,Pure Cinema,"I go to the cinema to have my jaw drop and my eyes widen and this is what Avatar made me do. There's a lot of big epic films that come out that usually lack in excitement and imagination. Avatar delivers what i believe to be pure cinema. I sat in the cinema completely drawn into a full and fantastic world. I think at one point i had to pick my jaw up of the floor. Okay i admit there a few things i didn't like. For starters i think it was too long and thats coming from a guy who has a four and half hour silent film. It's not overly long it's just that some scenes tend to drag which i think ruined the pacing a little bit. Also some of the supporting cast are quite bad at acting but the two leads are perfect. You have to bare in mind as well though that they are fairly new stars and need to get used to the technology. I think that is all i thought was wrong about it.Now i'm going to express my opinions on what i have heard people say. Firstly the helicopters aren't a rip off of the hornets, i'm pretty sure that Bungie took inspiration from James Cameron's films when it came to them designing vehicles. Also i thought that this was a futuristic Vietnamesque movie and so they are futuristic Huey's. And the story. I've heard far too many people saying that the story was rubbish. I always implore them to rephrase what they say but they just can't grasp why. The story isn't rubbish it's just been done before. Dances with wolves had the same story and that won seven Oscars. But Avatar isn't about the story really its just a means to move the film forward. It's the world itself, the wildlife, the plant life and the NA'VI thats the most important thing about this film.So to sum up then. If your a guy who like me doesn't really care too much for the plot as long as the film is interesting then your gonna love it. The pace is let down a tiny bit by some lagging scenes but over all this film will have you in awe and you won't feel bored while watching it because its so exciting. May i add that James Cameron is a genius when it comes to sequels so i'm expecting a bigger, broader and a more exciting film in the sequel.",1,"May 24, 2011",2026-02-04T14:29:39.339495
Avatar,tt0499549,rdukeesq,8.0,an instant classic,"So I watched 2009's Avatar well is it an instant classic well yeah. Is it the best movie ever no! So why a classic. Well this movie was the first really to fully utilize modern 3-d and has done it in a way that was very satisfying, especially since this review is based on my second watching in 2d. Also the animation is spectacular from start to finish. When I think of the artistry that goes into just one second of a movie like this my mind gets blown man. So why is this movie not the best ever, well several reasons but lets focus on some core things, one it is pretty predictable, two the story though original contains many not so original concepts. Well what does ""two"" mean, well if you change the Na'vi to American Indians you have the plot to almost every movie done about the white man versus the American Indian. Also, if you replace the other main plot point, the need for a greedy nation to have power both literally and figuratively, you have the plot of any anti American movie dealing with the middle east. However, the Na'vi and their world are beyond interesting, and the incorporation by Cameron of both the sci-fi elements he has explored in the past and his love of ""aliens of the deep"" make this a very satisfying ride. At the end of the day you have to remember this is basically a kids movie, so to look to harshly through any other lens is sort of off the mark. if you like concise reviews of interesting films please read my other reviews at http://raouldukeatthemovies.blogspot.com/",2,"May 23, 2011",2026-02-04T14:29:39.343495
Avatar,tt0499549,NeHaud,4.0,Oh for the love of old....,,2,"May 23, 2011",2026-02-04T14:29:39.348035
Avatar,tt0499549,Momcat_of_Lomita,7.0,"Visually a treat, great escapist fantasy, message pounded in with a sledgehammer",,1,"May 20, 2011",2026-02-04T14:29:39.355044
Avatar,tt0499549,brando647,8.0,Cameron's Latest Epic a Visual Feast,"Here is a movie on which it seems everyone has a strong opinion. It is the highest grossing movie in history, taking in almost $3 billion around the world, and it revolutionized the industry (for better or worse) by showing that 3D could be a profitable new element in cinema. James Cameron is one of my favorite all-time directors and is no stranger to creating ground-breaking special effects (e.g. TERMINATOR 2). He may not be the strongest writer, but he knows how to bring a story to life better than most. AVATAR is set in a distant future where a corporation has discovered a large deposit of the valuable element ""unobtainium"" on a moon called Pandora. The environment is hostile, the wildlife vicious, and the atmosphere poisonous. As if that wasn't enough, the mining is inhibited by Pandora's indigenous, a species called the Na'vi. In an attempt to interact with the Na'vi, the Avatar program was created in which a person is jacked into a specially-grown human/Na'vi hybrid. Paraplegic Marine Jake Sully is recruited into the program to fill the Avatar left by his dead brother and, upon finding himself lost in the Pandora wilderness, is cautiously accepted into a Na'vi tribe where he learns their life and customs. As the humans grow closer to moving the Na'vi out of the way by force, Jake is torn between his obligation to the mission and his love for the beautiful Neytiri and her people.Cameron is a fantastic visionary. He literally brings the alien world of Pandora to life, meticulously creating an entirely new ecosystem and culture for this film. I'll admit, I am a huge fan of Cameron's but the trailers for this film did nothing to interest me. If my friend hadn't been interested in seeing the film, I probably would've missed out. Instead, I saw the film in 3D IMAX and my mind was blown at the epic effects Cameron brought to the screen. Once I was exposed to Pandora, my mind never once dropped out of the film and remembered I was watching an entire CG world. It was beautifully seamless. Still, I was not one of those viewers who saw the film and became clinically depressed when it was over. It was good, but it wasn't that good. As you've probably read in countless other reviews and comments on the film, it's far from original. It's the same story you've seen before in DANCES WITH WOLVES or THE LAST SAMURAI, but it's Cameron's spin on the tale and he was sure to include his ""green"" message about the importance of the environment and the evils of technology. Absolutely entertaining, but nothing that'll leave you breathless.Sam Worthington is Jake Sully, and I suppose he did a decent enough job. He's not an amazing actor (in my opinion, but I've only seen him in two films and neither required a whole lot from him) but it's not hard to mess up the role of a disillusioned Marine grunt. He's only required to act somber with the occasional impassioned moment when he's rallying the Na'vi to join him in battle or falling for Neytiri. Zoe Saldana, on the other hand, is freakin' great. She does an amazing job here and it's even more impressive when you consider that her character was entirely CGI and created with motion capture. The same kudos can be extended to CCH Pounder, Laz Alonso, etc for creating powerful emotion through what essentially boils down to million dollar cartoons. Stephen Lang is my favorite performance in the movie as the hard-boiled Colonel Quatrich, head of security for the humans on Pandora. He's a stone-cold soldier and isn't afraid to storm into the heat of battle. Sigourney Weaver, Giovanni Ribisi, Michelle Rodriguez, and Joel Moore round out a strong supporting cast.The writing is weak (unobtainium?) but the visuals are beautiful and the cast turn in some good performances. It's not the best of 2009 but I believe it still shows Cameron hasn't lost his touch. I guess we'll have to wait and see how the sequels turn out.",1,"May 17, 2011",2026-02-04T14:29:39.359581
Avatar,tt0499549,sraweber369,6.0,Does the art work remind you of Roger Deans album covers,"If only this movie had a better story to tell. Avatar by James Cameron is a visually stunning film with some really great CGI, and the world of Pandora is engrossing but the story is so pedestrian that it makes it difficult to watch the movie 2 plus hours.The basic story is one of a disabled veteran Jake Sully(Sam Worthington) who takes over his brothers role of a Nivi (the indigenous inhabitants of Pandora). Colonel Miles Quaritch(Stephen Lang) uses Jake as a spy to gather information about the Nivi. Well Jake is found by Neytiri(Zoe Saldana) and she will become his teacher in the way of the Nivi and they also fall in love, Jake goes native and it becomes the colonel's task to destroy the Nivi to help some greedy earth corporation. The problem is that besides Jake and Neytiri all the other characters are sock one dimensional cartoon types particularly the evil corporate manager and the colonel. The story is rehash of several others and the environmental message is played way to much with a heavy hand. Am I the only one but the floating mountains seem to be a rip off of Roger Deans album covers from the 70's I thought I was looking at my old vinyl copy of Yes Songs. I was expecting to hear Close to the Edge at any moment.Grade C+",3,"May 11, 2011",2026-02-04T14:29:39.364091
Avatar,tt0499549,sam-50-208908,3.0,"Avatar, why it sucked","James Cameron has made some of the biggest movies to ever hit the big screen, from Aliens to Titanic, and he's notorious for breaking box office records every time he releases a movie. Avatar is no exception. Here's the important question though: Are his movies any good? In some cases, yes - Terminator 2 is still one of my favorite actions movies, and Aliens was a more-than-worthy successor to Ridley Scott's infamous Alien. But in other cases, as with Avatar, he needs to sit down and really consider if he has any purpose on this earth, or if he should just kill himself so we can remember him as a good director with a few blemishes.Needless to say, I didn't like Avatar. I can't imagine why anyone would; not one thing about the story is original or even clever. I understand that it's pretty and the stupid pink plants stick out in 3-D, but aside from good effects, this movie has absolutely nothing going for it. It has a horribly un-original story, terrible pacing, poor character development, and is just all around a huge waste of time.An example of what I'm talking about would be Trudy Chacon, remember her? No? Neither did I; I had to look her up just now to make sure I got the name right. She's the pilot that is supposedly a primary character. Well, she dies during the battle, and there are a few things wrong with this segment. One, why the **** is her helicopter painted with war paint - let alone the fact that she's wearing it, too, for no reason - but you're going to tell me that they all banded together after their most sacred tree was destroyed to paint this chicks helicopter? Two, why am I supposed to care that a character with absolutely no development dies? Not only could I not remember her name, but I couldn't tell you if she even had any dialog aside from her tragically terrible final words.I could pick this movie apart scene by scene, but I don't want to implode from anger, and I don't want to bore you, so I'll end it here. Read the rest of the review on my website: www.rocketcrossing.com",5,"May 10, 2011",2026-02-04T14:29:39.370642
Avatar,tt0499549,diomavro,5.0,Good effects?,"I really went in the Cinema hoping to see something worthwhile, i imagined the story would be horrid and the acting mediocre, but i never dreamed even the action would suck. I'm a big time Disney classics fan, I've probably seen them all a few dozen times, so i think i picked up that it was a derivative of Pocahontas in the first 30 minutes. But somehow they managed to turn such a beautiful story upside down and up its own ass with hippy environmental junk spewing out its mouth. Having good Effects is insufficient, in 30 years, all movies will have that, and this movie will just be a bad memory. The acting is horrid, if that... The best part about the action, is the build up to the action, its like listening to Carmina Burana and just halting it when its about to go to the epic choir.",3,"May 8, 2011",2026-02-04T14:29:39.374606
Avatar,tt0499549,Yoyofrog,3.0,The Great Plagiarism,"James Cameron, has he lost his inspiration? I believe he did! I respect most of his previous works ""Terminator 1 & 2"", ""The Abyss"" even ""True Lies"" is wonderful. He used to be such an avant-gardist...But I must say that I was nearly offended when I saw ""Avatar"". He said on an interview (TF1 French Television) that it took them 3 years to create this movies and its world... Well it is a plagiarism, let me explain:1. The scenario is basically the one from ""Pocahontas"". 2. The Shipsare exactly as in the video game ""Halo"". 3. The Names are from a french comic book ""Sillage"". 4. The Fauna and Flora are more than inspired by Miyazaki's work... 5. And the robots are exactly the same as in the Matrix!There is no surprise element in the movie what's so ever if you've seen ""Pocahontas"". And most of all there is no consistency in the world, animals destroys their environment, humans dress the same way as now in the future etc.The positive point is that the 3D and the visual effects are wonderful. And I guess for most of the people this must be the main criteria for a good movie...",4,"May 4, 2011",2026-02-04T14:29:39.380214
Avatar,tt0499549,neightn,10.0,Hands down. Amazing Movie!,"I give this movie 10/10, 5 stars, two thumbs up, or any other kind of top rating you can think of. Putting aside any kind of political/environmentalist kind of views or subliminal symbolism, this movie was absolutely amazing. The imagination put into the computer-generated artwork in this movie is breath taking. It is so detailed and so realistic that its sometimes hard to decipher between whats real footage and CGI. Not many movies leave me wishing everything about the movie was real, but this movie really made me wish there was a place called Pandora, and made me wish I could go there and live. Way to go James Cameron. Bravo on finally creating your 20+ year old story.",1,"Apr 30, 2011",2026-02-04T14:29:39.386254
Avatar,tt0499549,tinarett,9.0,"Groundbreaking CGI, however story lets it down",,1,"Apr 30, 2011",2026-02-04T14:29:39.390323
Avatar,tt0499549,Rasalgheti_2000,2.0,A plagiarism.....with good special effects!,,4,"Apr 28, 2011",2026-02-04T14:29:39.394402
Avatar,tt0499549,Danatbeach,9.0,Epic and worth seeing over slant over,,0,"Apr 27, 2011",2026-02-04T14:29:39.399897
Avatar,tt0499549,amheller-39-910699,9.0,Avatar is one of the greatest movies of its time,,1,"Apr 27, 2011",2026-02-04T14:29:39.404927
Avatar,tt0499549,simon-alex,9.0,"Oh, that's a chock.","I must say, I'm surprised with some of the reviews on this movie. I've read several reviews who ranked this movie 4-5 out of 10 simply because there wasn't any background information on certain things. Character development, unobtainium and its purpose etc etc.. Come on it's a FANTASY movie, so why don't use your own imagination? That's half the fun with a movie like this.Hm, where should I begin.. The special effects, they are simply just perfect. I was blown away! I believe Cameron is a master when it comes to fantasy, just look what he created out of his own mind. A whole new world with an amazing content. I think I can watch this movie and just focus on the surroundings and still be swept away.The acting is also very good, Stephen Lang for example fits the roll of a scarred and ruthless soldier perfect. The whole cast does a great job and the chemistry between them works very well.Set your imagination free and Avatar will deliver, over and over again.",2,"Apr 26, 2011",2026-02-04T14:29:39.408438
Avatar,tt0499549,Keyska2004,10.0,Cripple excels as an Avatar changes allegiance for what is good.,,1,"Apr 24, 2011",2026-02-04T14:29:39.414248
Avatar,tt0499549,kelan-fong,4.0,Overrated and Over-Hyped,"I can not stand this movie. In my fictional list of most hated movies, Avatar is ranked numero uno. Don't get me wrong, in a cinematic view, it's not that bad. It's not garbage, it IS stomachable.. but it was definitely not good or ""brilliant"". Actually sub par is a good way to describe it. It was a let down considering how much hype this movie gets.How can i hate a movie that is a tad under average? well my hatred of this movie stems from the fact that everyone think's it is a masterpiece, and the sad part is, i think half of these fanboys only like it because they're supposed to like it. I could sit here all day and list reasons why this movie is garbage, but instead i'll just leave you with a quote from my English teacher before every power point assignment: ""Visuals and extras do not make a powerpoint, content does- don't waste your time with special effects, animations, background, or transitions until your message is perfected.""",9,"Apr 21, 2011",2026-02-04T14:29:39.420440
Avatar,tt0499549,ryanvance,2.0,Very Disappointing all of the great CGI in this world could not save this film,,9,"Apr 18, 2011",2026-02-04T14:29:39.424514
Avatar,tt0499549,manigran,5.0,"Visually stunning, but overall, not so great",,8,"Apr 16, 2011",2026-02-04T14:29:39.430556
Avatar,tt0499549,ashtonmall234,10.0,The best of film of 2009 loved its true facts about earth,I loved the film by far the best film by James Cameron in years clearly defines a career change and really sets a new trend for many directors to follow and pursue in his footsteps to achieve the level of success he has achieved and attained in his lifetime !! Anyway the film is amazing and really did it for me so wonderfully directed and i cant wait for the next Avatar 2 !! It is a truly gracious film clearly thought out by the directors and really focused on telling us a story that has a great twist and a few stumbles but a truly generous setting in an environment that is by far hostile to the humans but with technology thats merely a problem for the humans planning to invade a planet and cause catastrophe !!,1,"Apr 11, 2011",2026-02-04T14:29:39.436553
Avatar,tt0499549,lani4-886-903615,10.0,I got the DVDs and mostly watch the Extended by 16 minutes version and I can't get enough of it. I love it.,"*** This review may contain spoilers *** I don't remember what I saw or heard about Avatar that made me want to see it but my husband put it on my list of desired DVDs and got the three disc release for me for my birthday in March. I was blown away. I have watched the two shorter versions but by far and away the Extended by 16 minutes version is even more excellent than the theatrical release and it was wonderful.I have watched all the extras that come with the three versions of the movie and have found the explanations and demonstrations about what was done and how it was done have only added to my enjoyment and appreciation of what it took to create this amazing film - Capturing Avatar is definitely worth watching and the deleted scenes are interesting and some are fun too.The message of Avatar and the horror of the destruction of the Amazon and other areas of our planet is definitely worth seeing and experiencing. Frankly the entire package is excellent.The casting was brilliant and their performances are amazing - all they had was the 'sand box' and the script and the director - the rest had to come from their expertise as actors - seeing the contraptions they were actually wearing and then the beauty and intensity of the performances married to the technology to create very real beings still blows me away. I've lost track of how many times I've watched these DVDs and I can't wait for the next ones.The quality of every aspect of this film is superb and exquisite, I can only imagine what the experience must have been when seen in 3D. The attention to even minute detail is almost beyond belief.Even on DVD Pandora and the Na'vi are real.I also loved the not so subtle symbolism of the Ampsuits with absolutely nothing above the shoulders - all brawn and no brains.Bravo!",2,"Apr 11, 2011",2026-02-04T14:29:39.441168
